# laptime, ego_x_pos, ego_y_pos, actual speed, expected speed, tracking error, nosie, completion, steering, slip_angle
0.000000  ,-0.000075 ,-0.000075 ,-0.000028 ,8.000000  ,0.037802  ,0.002155  ,0.000000  ,-0.023750 ,135.053212
0.020000  ,0.002628  ,0.001019  ,0.167008  ,8.000000  ,0.038921  ,-0.000366 ,0.000000  ,-0.024598 ,22.042910 
0.040000  ,0.010462  ,0.004232  ,0.273795  ,8.000000  ,0.042205  ,0.004341  ,0.000000  ,-0.027273 ,22.283352 
0.060000  ,0.009187  ,-0.003616 ,0.354100  ,8.000000  ,0.034345  ,-0.000724 ,0.000000  ,-0.024294 ,99.475203 
0.080000  ,0.018918  ,-0.002284 ,0.433690  ,8.000000  ,0.035765  ,0.000580  ,0.000000  ,-0.032353 ,7.005285  
0.100000  ,0.029782  ,-0.001641 ,0.513820  ,8.000000  ,0.036507  ,0.002746  ,0.000000  ,-0.043370 ,1.774872  
0.120000  ,0.036979  ,-0.006491 ,0.594626  ,8.000000  ,0.031722  ,0.001185  ,0.000000  ,-0.059508 ,36.685552 
0.140000  ,0.065691  ,0.008333  ,0.676070  ,8.000000  ,0.046805  ,-0.007700 ,0.000000  ,-0.089835 ,23.272677 
0.160000  ,0.067682  ,-0.005392 ,0.757995  ,8.000000  ,0.033099  ,-0.004745 ,0.000000  ,-0.102405 ,87.337581 
0.180000  ,0.085007  ,-0.005589 ,0.840364  ,8.000000  ,0.033058  ,0.003838  ,0.000000  ,-0.126777 ,8.017337  
0.200000  ,0.103190  ,-0.006721 ,0.923473  ,8.000000  ,0.034866  ,0.005813  ,0.090000  ,-0.152079 ,12.899087 
0.220000  ,0.123510  ,-0.007500 ,1.006641  ,8.000000  ,0.033579  ,0.005238  ,0.090000  ,-0.178325 ,13.672567 
0.240000  ,0.142766  ,-0.011078 ,1.089867  ,8.000000  ,0.029520  ,-0.003865 ,0.090000  ,-0.203270 ,24.308844 
0.260000  ,0.166345  ,-0.012029 ,1.173703  ,8.000000  ,0.027979  ,0.000641  ,0.090000  ,-0.229422 ,18.540699 
