# laptime, ego_x_pos, ego_y_pos, actual speed, expected speed, tracking error, nosie, completion, steering, slip_angle
0.000000  ,-0.004707 ,-0.004707 ,-0.000028 ,8.000000  ,0.033129  ,0.003885  ,0.000000  ,-0.020159 ,135.000849
0.020000  ,-0.003352 ,-0.004960 ,0.167008  ,8.000000  ,0.032888  ,0.002714  ,0.000000  ,-0.019963 ,10.606049 
0.040000  ,0.009310  ,0.003080  ,0.273795  ,8.000000  ,0.041043  ,0.003724  ,0.000000  ,-0.026381 ,32.401901 
0.060000  ,0.013468  ,0.000665  ,0.354100  ,8.000000  ,0.038665  ,-0.003809 ,0.000000  ,-0.027598 ,30.407535 
0.080000  ,0.016260  ,-0.004942 ,0.433690  ,8.000000  ,0.033083  ,0.000040  ,0.000000  ,-0.030322 ,64.320425 
0.100000  ,0.035181  ,0.003757  ,0.513820  ,8.000000  ,0.041954  ,0.003374  ,0.000000  ,-0.047429 ,23.077807 
0.120000  ,0.037020  ,-0.006448 ,0.594531  ,8.000000  ,0.031765  ,-0.005527 ,0.000000  ,-0.059556 ,82.487493 
0.140000  ,0.053658  ,-0.003675 ,0.675895  ,8.000000  ,0.034688  ,0.001639  ,0.000000  ,-0.081503 ,5.411842  
0.160000  ,0.071144  ,-0.001882 ,0.757854  ,8.000000  ,0.036639  ,-0.000648 ,0.000000  ,-0.105265 ,0.232901  
0.180000  ,0.083806  ,-0.006724 ,0.840244  ,8.000000  ,0.031913  ,-0.005442 ,0.000000  ,-0.126635 ,28.330015 
0.200000  ,0.108700  ,-0.001126 ,0.923368  ,8.000000  ,0.040321  ,-0.000408 ,0.090000  ,-0.156296 ,3.284481  
0.220000  ,0.125580  ,-0.005327 ,1.006532  ,8.000000  ,0.035699  ,-0.000772 ,0.090000  ,-0.180417 ,25.513028 
0.240000  ,0.144279  ,-0.009444 ,1.089750  ,8.000000  ,0.031116  ,0.000811  ,0.090000  ,-0.205051 ,26.263920 
0.260000  ,0.168027  ,-0.010206 ,1.173574  ,8.000000  ,0.029759  ,-0.002382 ,0.090000  ,-0.231275 ,18.144615 
