# laptime, ego_x_pos, ego_y_pos, actual speed, expected speed, tracking error, nosie, completion, steering, slip_angle
0.000000  ,-0.002442 ,-0.002442 ,-0.000028 ,8.000000  ,0.035414  ,-0.011238 ,0.000000  ,-0.021915 ,135.001636
0.020000  ,-0.001318 ,-0.002926 ,0.167008  ,8.000000  ,0.034940  ,-0.000778 ,0.000000  ,-0.021540 ,23.305402 
0.040000  ,0.008389  ,0.002159  ,0.273795  ,8.000000  ,0.040113  ,-0.012471 ,0.000000  ,-0.025667 ,27.635276 
0.060000  ,0.009594  ,-0.003209 ,0.354100  ,8.000000  ,0.034756  ,0.005973  ,0.000000  ,-0.024609 ,77.593104 
0.080000  ,0.023111  ,0.001909  ,0.433690  ,8.000000  ,0.039996  ,0.001201  ,0.000000  ,-0.035556 ,19.949480 
0.100000  ,0.035388  ,0.003964  ,0.513820  ,8.000000  ,0.042163  ,-0.003184 ,0.000000  ,-0.050760 ,7.889068  
0.120000  ,0.034745  ,-0.008725 ,0.594626  ,8.000000  ,0.029468  ,-0.004430 ,0.000000  ,-0.057865 ,95.602158 
0.140000  ,0.059594  ,0.002236  ,0.676070  ,8.000000  ,0.040653  ,0.007126  ,0.000000  ,-0.085484 ,19.767936 
0.160000  ,0.068291  ,-0.004782 ,0.757995  ,8.000000  ,0.033714  ,-0.007883 ,0.000000  ,-0.102825 ,44.494894 
0.180000  ,0.082834  ,-0.007762 ,0.840364  ,8.000000  ,0.030866  ,0.007391  ,0.000000  ,-0.125345 ,18.943930 
0.200000  ,0.107637  ,-0.002275 ,0.923473  ,8.000000  ,0.039200  ,-0.008170 ,0.090000  ,-0.154856 ,3.138695  
0.220000  ,0.123101  ,-0.007910 ,1.006641  ,8.000000  ,0.033179  ,-0.001239 ,0.090000  ,-0.178085 ,31.500126 
0.240000  ,0.139032  ,-0.014812 ,1.089867  ,8.000000  ,0.025881  ,-0.021267 ,0.090000  ,-0.201233 ,37.203315 
0.260000  ,0.156878  ,-0.021495 ,1.173703  ,8.000000  ,0.018753  ,0.011114  ,0.090000  ,-0.224678 ,36.764690 
0.280000  ,0.188668  ,-0.015887 ,1.255833  ,8.000000  ,0.023564  ,0.001111  ,0.090000  ,-0.253160 ,8.795883  
0.300000  ,0.214458  ,-0.017873 ,1.338100  ,8.000000  ,0.020934  ,0.003225  ,0.090000  ,-0.276363 ,25.877652 
0.320000  ,0.247859  ,-0.013758 ,1.417343  ,8.000000  ,0.024212  ,0.004544  ,0.090000  ,-0.355836 ,17.209002 
0.340000  ,0.281465  ,-0.010830 ,1.494616  ,8.000000  ,0.026297  ,0.003670  ,0.090000  ,-0.381500 ,22.107890 
0.360000  ,0.316193  ,-0.007818 ,1.560016  ,8.000000  ,0.026952  ,0.012085  ,0.170000  ,-0.405611 ,25.188838 
0.380000  ,0.334629  ,-0.022013 ,1.629374  ,8.000000  ,0.012698  ,-0.009706 ,0.170000  ,-0.424711 ,71.023509 
0.400000  ,0.358568  ,-0.031688 ,1.709578  ,8.000000  ,0.002946  ,-0.007968 ,0.170000  ,-0.443211 ,58.857382 
0.420000  ,0.404087  ,-0.020642 ,1.768318  ,8.000000  ,0.013846  ,-0.010066 ,0.170000  ,-0.461398 ,26.779475 
0.440000  ,0.438647  ,-0.021084 ,1.836012  ,8.000000  ,0.013292  ,0.009763  ,0.170000  ,-0.557005 ,44.973258 
0.460000  ,0.480948  ,-0.014013 ,1.897864  ,8.000000  ,0.020227  ,-0.001627 ,0.170000  ,-0.573656 ,38.899125 
0.480000  ,0.513885  ,-0.016445 ,1.949614  ,8.000000  ,0.017941  ,-0.008897 ,0.260000  ,-0.587709 ,57.059908 
0.500000  ,0.556796  ,-0.008834 ,2.011785  ,8.000000  ,0.025261  ,0.001944  ,0.260000  ,-0.597254 ,47.536312 
