# laptime, ego_x_pos, ego_y_pos, actual speed, expected speed, tracking error, nosie, completion, steering, slip_angle
0.000000  ,0.005910  ,0.005910  ,-0.000028 ,8.000000  ,0.043841  ,-0.001100 ,0.000000  ,-0.028389 ,45.000676 
0.020000  ,-0.000140 ,-0.001748 ,0.167008  ,8.000000  ,0.036129  ,0.002793  ,0.000000  ,-0.022453 ,128.307967
0.040000  ,0.003647  ,-0.002583 ,0.273795  ,8.000000  ,0.035329  ,0.002415  ,0.000000  ,-0.021992 ,12.439883 
0.060000  ,0.019492  ,0.006689  ,0.354100  ,8.000000  ,0.044743  ,-0.001671 ,0.000000  ,-0.032246 ,30.084943 
0.080000  ,0.020585  ,-0.000616 ,0.433690  ,8.000000  ,0.037448  ,0.007959  ,0.000000  ,-0.033627 ,82.280689 
0.100000  ,0.028525  ,-0.002900 ,0.513913  ,8.000000  ,0.035236  ,0.000564  ,0.000000  ,-0.042409 ,17.660942 
0.120000  ,0.037381  ,-0.006111 ,0.594806  ,8.000000  ,0.032105  ,-0.002811 ,0.000000  ,-0.059582 ,22.622840 
0.140000  ,0.048376  ,-0.009023 ,0.676224  ,8.000000  ,0.029293  ,0.011701  ,0.000000  ,-0.077063 ,18.843820 
0.160000  ,0.070548  ,-0.002585 ,0.758127  ,8.000000  ,0.035932  ,-0.000184 ,0.000000  ,-0.103828 ,10.635668 
0.180000  ,0.080038  ,-0.010633 ,0.840483  ,8.000000  ,0.027970  ,-0.007299 ,0.000000  ,-0.122829 ,47.618601 
0.200000  ,0.102894  ,-0.007107 ,0.923582  ,8.000000  ,0.034487  ,-0.000581 ,0.090000  ,-0.151135 ,0.518902  
0.220000  ,0.123258  ,-0.007858 ,1.006753  ,8.000000  ,0.033227  ,0.002769  ,0.090000  ,-0.177352 ,13.534539 
0.240000  ,0.146290  ,-0.007676 ,1.089985  ,8.000000  ,0.032833  ,-0.000169 ,0.090000  ,-0.204316 ,13.267161 
0.260000  ,0.167404  ,-0.011110 ,1.173830  ,8.000000  ,0.028872  ,-0.001630 ,0.090000  ,-0.229037 ,25.405464 
0.280000  ,0.185844  ,-0.018870 ,1.255970  ,8.000000  ,0.020652  ,-0.001353 ,0.090000  ,-0.250927 ,41.554410 
0.300000  ,0.218320  ,-0.014192 ,1.338241  ,8.000000  ,0.024516  ,0.002426  ,0.090000  ,-0.276964 ,13.201746 
0.320000  ,0.242797  ,-0.019026 ,1.417465  ,8.000000  ,0.019072  ,0.001290  ,0.090000  ,-0.352984 ,35.322998 
0.340000  ,0.278453  ,-0.014074 ,1.494686  ,8.000000  ,0.023130  ,-0.007210 ,0.090000  ,-0.379513 ,19.095241 
0.360000  ,0.297553  ,-0.026716 ,1.559854  ,8.000000  ,0.008114  ,-0.000052 ,0.170000  ,-0.400061 ,63.556070 
0.380000  ,0.337286  ,-0.019642 ,1.629189  ,8.000000  ,0.015060  ,-0.000861 ,0.170000  ,-0.424119 ,23.238993 
