# laptime, ego_x_pos, ego_y_pos, actual speed, expected speed, tracking error, nosie, completion, steering, slip_angle
0.000000  ,0.002573  ,0.002573  ,-0.000028 ,8.000000  ,0.040474  ,-0.003063 ,0.000000  ,-0.025803 ,45.001553 
0.020000  ,0.002628  ,0.001020  ,0.167008  ,8.000000  ,0.038922  ,-0.006967 ,0.000000  ,-0.024599 ,87.951923 
0.040000  ,0.002793  ,-0.003437 ,0.273795  ,8.000000  ,0.034466  ,0.002999  ,0.000000  ,-0.021330 ,87.906156 
0.060000  ,0.008787  ,-0.004016 ,0.354100  ,8.000000  ,0.033941  ,-0.002456 ,0.000000  ,-0.023985 ,5.767022  
0.080000  ,0.021384  ,0.000183  ,0.433690  ,8.000000  ,0.038254  ,-0.011750 ,0.000000  ,-0.034237 ,17.644233 
0.100000  ,0.030868  ,-0.000555 ,0.513820  ,8.000000  ,0.037602  ,0.001254  ,0.000000  ,-0.044186 ,6.062810  
0.120000  ,0.043417  ,-0.000053 ,0.594626  ,8.000000  ,0.038218  ,0.006731  ,0.000000  ,-0.064242 ,0.412500  
0.140000  ,0.051823  ,-0.005536 ,0.676070  ,8.000000  ,0.032812  ,-0.000823 ,0.000000  ,-0.079933 ,37.150748 
0.160000  ,0.065111  ,-0.007967 ,0.758020  ,8.000000  ,0.030501  ,-0.002484 ,0.000000  ,-0.100591 ,15.956641 
0.180000  ,0.081373  ,-0.009246 ,0.840616  ,8.000000  ,0.029369  ,-0.002877 ,0.000000  ,-0.124163 ,11.848208 
0.200000  ,0.094082  ,-0.015871 ,0.923705  ,8.000000  ,0.025947  ,-0.004567 ,0.090000  ,-0.146007 ,36.844292 
0.220000  ,0.124434  ,-0.006635 ,1.006875  ,8.000000  ,0.034421  ,-0.001361 ,0.090000  ,-0.178380 ,5.479893  
0.240000  ,0.140276  ,-0.013643 ,1.090110  ,8.000000  ,0.027018  ,-0.001740 ,0.090000  ,-0.201331 ,37.605158 
0.260000  ,0.166178  ,-0.012288 ,1.173959  ,8.000000  ,0.027724  ,-0.005309 ,0.090000  ,-0.228690 ,13.191961 
0.280000  ,0.192902  ,-0.011763 ,1.256111  ,8.000000  ,0.027581  ,-0.008318 ,0.090000  ,-0.254381 ,17.621827 
0.300000  ,0.219329  ,-0.013131 ,1.338395  ,8.000000  ,0.025552  ,0.001707  ,0.090000  ,-0.277592 ,24.380726 
0.320000  ,0.234628  ,-0.027140 ,1.417630  ,8.000000  ,0.011165  ,0.000346  ,0.090000  ,-0.350400 ,66.644760 
0.340000  ,0.273643  ,-0.018826 ,1.494848  ,8.000000  ,0.018500  ,-0.004777 ,0.090000  ,-0.378307 ,14.985833 
0.360000  ,0.302334  ,-0.021872 ,1.559935  ,8.000000  ,0.012943  ,-0.006067 ,0.170000  ,-0.401394 ,36.131228 
0.380000  ,0.337980  ,-0.018878 ,1.629255  ,8.000000  ,0.015822  ,0.002816  ,0.170000  ,-0.424420 ,28.546700 
0.400000  ,0.367818  ,-0.022679 ,1.709707  ,8.000000  ,0.011925  ,-0.010205 ,0.170000  ,-0.443505 ,44.026946 
0.420000  ,0.402427  ,-0.022568 ,1.768499  ,8.000000  ,0.011925  ,-0.000713 ,0.170000  ,-0.460445 ,40.147933 
0.440000  ,0.436083  ,-0.023944 ,1.836222  ,8.000000  ,0.010440  ,-0.005831 ,0.170000  ,-0.556129 ,46.490117 
0.460000  ,0.472664  ,-0.022626 ,1.898108  ,8.000000  ,0.011641  ,-0.001970 ,0.170000  ,-0.573250 ,46.230470 
0.480000  ,0.513993  ,-0.016704 ,1.949884  ,8.000000  ,0.017681  ,0.002635  ,0.260000  ,-0.586990 ,44.585046 
0.500000  ,0.556408  ,-0.009630 ,2.012093  ,8.000000  ,0.024468  ,0.000811  ,0.260000  ,-0.596693 ,48.023549 
0.520000  ,0.590192  ,-0.010858 ,2.067172  ,8.000000  ,0.023010  ,0.000799  ,0.260000  ,-0.604024 ,64.676985 
