# laptime, ego_x_pos, ego_y_pos, actual speed, expected speed, tracking error, nosie, completion, steering, slip_angle
0.000000  ,0.003586  ,0.003586  ,-0.000028 ,8.000000  ,0.041496  ,0.006488  ,0.000000  ,-0.026588 ,45.001114 
0.020000  ,0.001204  ,-0.000404 ,0.167008  ,8.000000  ,0.037485  ,-0.008254 ,0.000000  ,-0.023495 ,120.832843
0.040000  ,0.010847  ,0.004617  ,0.273795  ,8.000000  ,0.042593  ,0.006756  ,0.000000  ,-0.027572 ,27.491966 
0.060000  ,0.009465  ,-0.003338 ,0.354100  ,8.000000  ,0.034626  ,-0.010841 ,0.000000  ,-0.024509 ,100.100991
0.080000  ,0.025533  ,0.004331  ,0.433690  ,8.000000  ,0.042440  ,0.002537  ,0.000000  ,-0.037406 ,24.725562 
0.100000  ,0.030094  ,-0.001329 ,0.513820  ,8.000000  ,0.036821  ,0.006855  ,0.000000  ,-0.043604 ,52.755992 
0.120000  ,0.055562  ,0.012092  ,0.594626  ,8.000000  ,0.050472  ,-0.007962 ,0.000000  ,-0.073164 ,25.083082 
0.140000  ,0.079583  ,0.022224  ,0.676070  ,8.000000  ,0.060822  ,-0.001329 ,0.000000  ,-0.099735 ,18.836869 
0.160000  ,0.082468  ,0.009390  ,0.758020  ,8.000000  ,0.048014  ,-0.002673 ,0.000000  ,-0.112541 ,82.920567 
0.180000  ,0.082434  ,-0.008186 ,0.840711  ,8.000000  ,0.030438  ,-0.000649 ,0.000000  ,-0.124845 ,97.457838 
0.200000  ,0.088103  ,-0.021884 ,0.923539  ,8.000000  ,0.020085  ,0.003548  ,0.090000  ,-0.141850 ,76.805977 
0.220000  ,0.115600  ,-0.015533 ,1.006704  ,8.000000  ,0.025746  ,0.004260  ,0.090000  ,-0.172441 ,1.611955  
0.240000  ,0.145897  ,-0.008113 ,1.089952  ,8.000000  ,0.032406  ,0.004855  ,0.090000  ,-0.203410 ,0.091925  
0.260000  ,0.155964  ,-0.022618 ,1.173832  ,8.000000  ,0.017654  ,-0.003364 ,0.090000  ,-0.222364 ,71.336489 
0.280000  ,0.185967  ,-0.018840 ,1.256055  ,8.000000  ,0.020679  ,0.007327  ,0.090000  ,-0.249892 ,11.469110 
0.300000  ,0.215386  ,-0.017244 ,1.338373  ,8.000000  ,0.021539  ,-0.007728 ,0.090000  ,-0.274560 ,18.192769 
0.320000  ,0.242873  ,-0.019090 ,1.421243  ,8.000000  ,0.019005  ,-0.008874 ,0.090000  ,-0.351859 ,27.909907 
0.340000  ,0.281729  ,-0.010956 ,1.497406  ,8.000000  ,0.026165  ,-0.007335 ,0.090000  ,-0.379608 ,15.109418 
0.360000  ,0.300268  ,-0.024201 ,1.575721  ,8.000000  ,0.010621  ,-0.005244 ,0.170000  ,-0.400289 ,65.570939 
0.380000  ,0.343354  ,-0.013758 ,1.642827  ,8.000000  ,0.020925  ,-0.006775 ,0.170000  ,-0.425784 ,19.777051 
0.400000  ,0.368460  ,-0.022266 ,1.717510  ,8.000000  ,0.012336  ,0.008387  ,0.170000  ,-0.444817 ,55.637223 
0.420000  ,0.414644  ,-0.010349 ,1.777445  ,8.000000  ,0.024104  ,0.002301  ,0.170000  ,-0.464105 ,26.217869 
0.440000  ,0.442678  ,-0.017127 ,1.845424  ,8.000000  ,0.017236  ,0.003989  ,0.170000  ,-0.560587 ,58.285400 
0.460000  ,0.475321  ,-0.019516 ,1.907272  ,8.000000  ,0.014742  ,-0.001098 ,0.170000  ,-0.578367 ,53.211587 
0.480000  ,0.519986  ,-0.009999 ,1.958701  ,8.000000  ,0.024345  ,-0.010125 ,0.260000  ,-0.591980 ,41.629502 
0.500000  ,0.559253  ,-0.005778 ,2.020492  ,8.000000  ,0.028299  ,0.024025  ,0.260000  ,-0.601884 ,52.463616 
0.520000  ,0.594706  ,-0.004990 ,2.074633  ,8.000000  ,0.028847  ,-0.005795 ,0.260000  ,-0.608402 ,62.618773 
0.540000  ,0.637535  ,0.003768  ,2.117462  ,8.000000  ,0.037316  ,-0.000959 ,0.260000  ,-0.699318 ,57.985140 
0.560000  ,0.685638  ,0.018816  ,2.158105  ,8.000000  ,0.052281  ,-0.008060 ,0.340000  ,-0.695121 ,58.278712 
0.580000  ,0.715965  ,0.017229  ,2.188994  ,8.000000  ,0.050414  ,0.000386  ,0.340000  ,-0.690060 ,85.182610 
0.600000  ,0.765107  ,0.035881  ,2.214329  ,8.000000  ,0.068611  ,0.001667  ,0.340000  ,-0.669350 ,68.407263 
0.620000  ,0.790714  ,0.032638  ,2.231409  ,8.000000  ,0.065131  ,0.007813  ,0.340000  ,-0.650121 ,103.885782
0.640000  ,0.863249  ,0.078242  ,2.238827  ,8.000000  ,0.110062  ,0.003419  ,0.340000  ,-0.687667 ,72.496854 
0.660000  ,0.879016  ,0.069178  ,2.237901  ,8.000000  ,0.100852  ,-0.001175 ,0.340000  ,-0.650011 ,143.043182
0.680000  ,0.919736  ,0.087070  ,2.234990  ,8.000000  ,0.118265  ,-0.002936 ,0.430000  ,-0.582203 ,97.910873 
0.700000  ,0.972260  ,0.118779  ,2.218023  ,8.000000  ,0.149571  ,0.011064  ,0.430000  ,-0.490113 ,98.603590 
0.720000  ,1.001331  ,0.129104  ,2.192279  ,8.000000  ,0.159673  ,-0.002167 ,0.430000  ,-0.404908 ,117.908368
0.740000  ,1.069912  ,0.180981  ,2.159130  ,8.000000  ,0.211024  ,0.004804  ,0.430000  ,-0.353604 ,107.754235
0.760000  ,1.095029  ,0.191370  ,2.119409  ,8.000000  ,0.221233  ,0.007813  ,0.520000  ,-0.246813 ,129.455097
0.780000  ,1.118969  ,0.202461  ,2.073890  ,8.000000  ,0.232137  ,-0.003559 ,0.520000  ,-0.137851 ,133.817489
0.800000  ,1.145128  ,0.217526  ,2.023661  ,8.000000  ,0.246997  ,-0.003411 ,0.520000  ,-0.028058 ,135.166464
