# laptime, ego_x_pos, ego_y_pos, actual speed, expected speed, tracking error, nosie, completion, steering, slip_angle
0.000000  ,0.001826  ,0.001827  ,-0.000028 ,8.000000  ,0.039721  ,0.006038  ,0.000000  ,-0.025224 ,45.002187 
0.020000  ,0.000695  ,-0.000913 ,0.167008  ,8.000000  ,0.036972  ,-0.003561 ,0.000000  ,-0.023101 ,112.434975
0.040000  ,0.011027  ,0.004797  ,0.273795  ,8.000000  ,0.042775  ,-0.005059 ,0.000000  ,-0.027711 ,28.914121 
0.060000  ,0.019897  ,0.007094  ,0.354100  ,8.000000  ,0.045152  ,-0.003936 ,0.000000  ,-0.032559 ,14.269243 
0.080000  ,0.023051  ,0.001849  ,0.433690  ,8.000000  ,0.039936  ,0.003707  ,0.000000  ,-0.035511 ,59.770842 
0.100000  ,0.033158  ,0.001733  ,0.513913  ,8.000000  ,0.039911  ,0.000908  ,0.000000  ,-0.045892 ,2.274758  
0.120000  ,0.041346  ,-0.002146 ,0.594806  ,8.000000  ,0.036106  ,-0.006613 ,0.000000  ,-0.062499 ,28.037253 
0.140000  ,0.050768  ,-0.006631 ,0.676224  ,8.000000  ,0.031706  ,0.002899  ,0.000000  ,-0.078774 ,29.466708 
0.160000  ,0.070914  ,-0.002218 ,0.758127  ,8.000000  ,0.036301  ,-0.004152 ,0.000000  ,-0.104081 ,6.797889  
0.180000  ,0.085655  ,-0.005017 ,0.840483  ,8.000000  ,0.037009  ,0.001008  ,0.090000  ,-0.126536 ,18.070220 
0.200000  ,0.108931  ,-0.001070 ,0.923582  ,8.000000  ,0.040371  ,-0.001674 ,0.090000  ,-0.154910 ,0.334231  
0.220000  ,0.119171  ,-0.011945 ,1.006753  ,8.000000  ,0.029243  ,-0.003694 ,0.090000  ,-0.174948 ,58.146585 
0.240000  ,0.138244  ,-0.015722 ,1.089985  ,8.000000  ,0.024991  ,0.001500  ,0.090000  ,-0.199919 ,24.920299 
0.260000  ,0.162099  ,-0.016415 ,1.173830  ,8.000000  ,0.023701  ,0.004299  ,0.090000  ,-0.226373 ,17.831971 
0.280000  ,0.186741  ,-0.017974 ,1.255970  ,8.000000  ,0.021526  ,0.006136  ,0.090000  ,-0.251335 ,22.349881 
0.300000  ,0.216915  ,-0.015597 ,1.338241  ,8.000000  ,0.023147  ,0.001034  ,0.090000  ,-0.276393 ,16.895349 
0.320000  ,0.238246  ,-0.023577 ,1.417465  ,8.000000  ,0.014636  ,0.001316  ,0.090000  ,-0.351419 ,44.663154 
0.340000  ,0.272205  ,-0.020322 ,1.494686  ,8.000000  ,0.017040  ,0.002528  ,0.090000  ,-0.377685 ,21.526521 
0.360000  ,0.300530  ,-0.023739 ,1.559854  ,8.000000  ,0.011081  ,-0.005815 ,0.170000  ,-0.400775 ,36.935300 
0.380000  ,0.335586  ,-0.021343 ,1.629189  ,8.000000  ,0.013365  ,0.000559  ,0.170000  ,-0.423806 ,29.423174 
0.400000  ,0.368824  ,-0.021751 ,1.709571  ,8.000000  ,0.012850  ,0.004023  ,0.170000  ,-0.443470 ,37.454825 
0.420000  ,0.398876  ,-0.026204 ,1.768358  ,8.000000  ,0.008300  ,-0.009527 ,0.170000  ,-0.460033 ,48.747698 
0.440000  ,0.440640  ,-0.019480 ,1.836080  ,8.000000  ,0.014889  ,0.001624  ,0.170000  ,-0.556026 ,34.988237 
0.460000  ,0.474089  ,-0.021304 ,1.897965  ,8.000000  ,0.012958  ,0.000682  ,0.170000  ,-0.573041 ,51.399935 
0.480000  ,0.510188  ,-0.020621 ,1.949741  ,8.000000  ,0.013790  ,-0.008425 ,0.260000  ,-0.587247 ,51.639490 
0.500000  ,0.547088  ,-0.019072 ,2.011950  ,8.000000  ,0.015088  ,0.000169  ,0.260000  ,-0.598087 ,55.072504 
0.520000  ,0.599799  ,-0.001385 ,2.067027  ,8.000000  ,0.032419  ,-0.001558 ,0.260000  ,-0.601765 ,44.028314 
0.540000  ,0.638769  ,0.003090  ,2.110650  ,8.000000  ,0.036629  ,-0.002377 ,0.260000  ,-0.693999 ,61.480767 
0.560000  ,0.677048  ,0.008003  ,2.148385  ,8.000000  ,0.041283  ,0.003186  ,0.260000  ,-0.694318 ,66.694908 
0.580000  ,0.720020  ,0.018850  ,2.188284  ,8.000000  ,0.051998  ,-0.002167 ,0.340000  ,-0.686634 ,66.267793 
0.600000  ,0.758508  ,0.026478  ,2.215246  ,8.000000  ,0.059269  ,-0.000370 ,0.340000  ,-0.672733 ,76.073858 
0.620000  ,0.809214  ,0.047881  ,2.236157  ,8.000000  ,0.080202  ,-0.006283 ,0.340000  ,-0.643170 ,71.706992 
0.640000  ,0.850207  ,0.061413  ,2.246029  ,8.000000  ,0.093354  ,0.001135  ,0.340000  ,-0.701655 ,84.129788 
0.660000  ,0.884713  ,0.070509  ,2.247555  ,8.000000  ,0.101972  ,-0.000073 ,0.430000  ,-0.657532 ,95.944855 
0.680000  ,0.928931  ,0.091476  ,2.241553  ,8.000000  ,0.122599  ,-0.003791 ,0.430000  ,-0.590178 ,94.009254 
0.700000  ,0.967988  ,0.109300  ,2.227733  ,8.000000  ,0.140125  ,-0.005025 ,0.430000  ,-0.511109 ,103.189477
0.720000  ,1.001288  ,0.123433  ,2.204015  ,8.000000  ,0.154003  ,0.000605  ,0.430000  ,-0.423872 ,112.707812
0.740000  ,1.052058  ,0.157088  ,2.172478  ,8.000000  ,0.187268  ,0.006533  ,0.430000  ,-0.391799 ,109.807387
0.760000  ,1.080502  ,0.170409  ,2.133986  ,8.000000  ,0.200371  ,0.008589  ,0.430000  ,-0.282085 ,125.563226
0.780000  ,1.126795  ,0.203475  ,2.089337  ,8.000000  ,0.233090  ,0.005694  ,0.520000  ,-0.149476 ,122.108992
0.800000  ,1.151911  ,0.217139  ,2.039662  ,8.000000  ,0.246557  ,-0.002249 ,0.520000  ,-0.038232 ,135.773261
0.820000  ,1.180257  ,0.235674  ,1.986349  ,8.000000  ,0.264871  ,0.000765  ,0.520000  ,0.070452  ,137.492482
0.840000  ,1.217891  ,0.265058  ,1.919324  ,8.000000  ,0.293961  ,0.000647  ,0.520000  ,0.177110  ,138.737758
0.860000  ,1.245986  ,0.286287  ,1.846960  ,8.000000  ,0.314970  ,0.002691  ,0.520000  ,0.264540  ,145.478934
0.880000  ,1.279001  ,0.313567  ,1.771360  ,8.000000  ,0.341992  ,-0.004576 ,0.520000  ,0.343267  ,148.638725
0.900000  ,1.304257  ,0.333985  ,1.694663  ,8.000000  ,0.362222  ,0.001139  ,0.600000  ,0.435283  ,154.739312
0.920000  ,1.337835  ,0.363549  ,1.619316  ,8.000000  ,0.391519  ,0.000383  ,0.600000  ,0.498785  ,157.570349
0.940000  ,1.349980  ,0.372412  ,1.541915  ,8.000000  ,0.400286  ,-0.001265 ,0.600000  ,0.542583  ,167.747433
0.960000  ,1.376202  ,0.395878  ,1.462669  ,8.000000  ,0.423543  ,-0.000534 ,0.600000  ,0.581080  ,166.693166
