# laptime, ego_x_pos, ego_y_pos, actual speed, expected speed, tracking error, nosie, completion, steering, slip_angle
0.000000  ,0.000010  ,0.000000  ,0.002047  ,8.000000  ,0.174846  ,0.000000  ,0.000000  ,0.115156  ,0.000000  
0.020000  ,0.001950  ,0.000000  ,0.191206  ,8.000000  ,0.174798  ,-0.000000 ,0.000000  ,0.115156  ,0.000000  
0.040000  ,0.007575  ,0.000020  ,0.370403  ,8.000000  ,0.174640  ,0.000000  ,0.000000  ,0.115045  ,0.198348  
0.060000  ,0.016457  ,0.000035  ,0.488054  ,8.000000  ,0.174408  ,0.000000  ,0.000000  ,0.115004  ,0.081478  
0.080000  ,0.026650  ,-0.000059 ,0.530957  ,8.000000  ,0.174252  ,0.000000  ,0.000000  ,0.116021  ,0.445898  
0.100000  ,0.037688  ,-0.000176 ,0.572877  ,8.000000  ,0.174099  ,-0.000000 ,0.000000  ,0.128252  ,0.224427  
0.120000  ,0.049564  ,-0.000250 ,0.614754  ,8.000000  ,0.173882  ,0.000000  ,0.000000  ,0.134669  ,-0.581114 
0.140000  ,0.062279  ,-0.000277 ,0.656779  ,8.000000  ,0.173598  ,-0.000000 ,0.000000  ,0.143529  ,-1.591384 
0.160000  ,0.075835  ,-0.000272 ,0.698771  ,8.000000  ,0.173261  ,0.000000  ,0.000000  ,0.154402  ,-2.717389 
0.180000  ,0.090230  ,-0.000262 ,0.740699  ,8.000000  ,0.169742  ,0.000000  ,0.120000  ,0.166953  ,-3.896677 
0.200000  ,0.105462  ,-0.000280 ,0.782526  ,8.000000  ,0.169907  ,-0.000000 ,0.120000  ,0.180858  ,-5.119982 
0.220000  ,0.121530  ,-0.000359 ,0.824296  ,8.000000  ,0.170141  ,0.000000  ,0.120000  ,0.195792  ,-6.383484 
0.240000  ,0.138432  ,-0.000519 ,0.865971  ,8.000000  ,0.170466  ,-0.000000 ,0.120000  ,0.211328  ,-7.717531 
0.260000  ,0.156166  ,-0.000791 ,0.907585  ,8.000000  ,0.170908  ,0.000000  ,0.120000  ,0.227113  ,-9.082848 
0.280000  ,0.174723  ,-0.001225 ,0.948595  ,8.000000  ,0.171522  ,0.000000  ,0.120000  ,0.242700  ,-10.381402
0.300000  ,0.194092  ,-0.001882 ,0.989465  ,8.000000  ,0.172366  ,0.000000  ,0.120000  ,0.257777  ,-11.579298
0.320000  ,0.214270  ,-0.002773 ,1.030216  ,8.000000  ,0.173452  ,-0.000000 ,0.120000  ,0.272178  ,-12.820991
0.340000  ,0.235250  ,-0.003916 ,1.070926  ,8.000000  ,0.174798  ,0.000000  ,0.120000  ,0.285797  ,-14.081640
0.360000  ,0.257028  ,-0.005331 ,1.111397  ,8.000000  ,0.176423  ,0.000000  ,0.120000  ,0.336333  ,-15.349830
0.380000  ,0.279593  ,-0.007049 ,1.151604  ,8.000000  ,0.178360  ,0.000000  ,0.120000  ,0.350615  ,-16.601178
0.400000  ,0.302935  ,-0.009101 ,1.191645  ,8.000000  ,0.176313  ,-0.000000 ,0.230000  ,0.363967  ,-17.845696
