# laptime, ego_x_pos, ego_y_pos, actual speed, expected speed, tracking error, nosie, completion, steering, slip_angle
0.000000  ,-0.001883 ,-0.001893 ,0.002046  ,8.000000  ,0.176785  ,-0.000814 ,0.000000  ,0.116111  ,134.844765
0.020000  ,0.004150  ,0.002199  ,0.191206  ,8.000000  ,0.172546  ,0.000004  ,0.000000  ,0.114046  ,34.154297 
0.040000  ,0.001405  ,-0.006149 ,0.370403  ,8.000000  ,0.180958  ,0.003449  ,0.000000  ,0.118156  ,108.205994
0.060000  ,0.015982  ,-0.000439 ,0.488054  ,8.000000  ,0.174894  ,0.001953  ,0.000000  ,0.115243  ,21.376424 
0.080000  ,0.030514  ,0.003805  ,0.530957  ,8.000000  ,0.170295  ,0.005690  ,0.000000  ,0.114068  ,-16.363357
0.100000  ,0.045533  ,0.007669  ,0.572878  ,8.000000  ,0.166064  ,-0.000289 ,0.000000  ,0.124277  ,-14.811807
0.120000  ,0.050808  ,0.000995  ,0.614755  ,8.000000  ,0.172607  ,-0.004313 ,0.000000  ,0.134034  ,50.737961 
0.140000  ,0.066524  ,0.003960  ,0.656609  ,8.000000  ,0.169258  ,-0.004740 ,0.000000  ,0.141424  ,-12.404961
0.160000  ,0.068609  ,-0.007522 ,0.698595  ,8.000000  ,0.180686  ,0.003322  ,0.000000  ,0.158415  ,76.993571 
0.180000  ,0.088134  ,-0.002398 ,0.740520  ,8.000000  ,0.171858  ,0.003110  ,0.120000  ,0.168444  ,-18.596277
0.200000  ,0.107082  ,0.001284  ,0.782344  ,8.000000  ,0.168360  ,-0.006520 ,0.120000  ,0.180493  ,-16.226456
0.220000  ,0.110635  ,-0.011327 ,0.824112  ,8.000000  ,0.181003  ,-0.004386 ,0.120000  ,0.202350  ,67.545489 
0.240000  ,0.138478  ,-0.000564 ,0.865784  ,8.000000  ,0.170510  ,-0.004887 ,0.120000  ,0.212013  ,-29.461783
0.260000  ,0.153531  ,-0.003535 ,0.907394  ,8.000000  ,0.173627  ,-0.005836 ,0.120000  ,0.229385  ,1.129441  
0.280000  ,0.175374  ,-0.000701 ,0.948402  ,8.000000  ,0.171005  ,0.000363  ,0.120000  ,0.243188  ,-19.195635
0.300000  ,0.192133  ,-0.003988 ,0.989269  ,8.000000  ,0.174453  ,0.005588  ,0.120000  ,0.259824  ,-2.520690 
0.320000  ,0.220222  ,0.003012  ,1.030016  ,8.000000  ,0.167725  ,0.002261  ,0.120000  ,0.269670  ,-29.445071
0.340000  ,0.228007  ,-0.011347 ,1.070719  ,8.000000  ,0.182159  ,-0.004419 ,0.120000  ,0.291066  ,44.225189 
0.360000  ,0.258607  ,-0.003962 ,1.111183  ,8.000000  ,0.175070  ,-0.002514 ,0.120000  ,0.336604  ,-32.753965
0.380000  ,0.277589  ,-0.009285 ,1.151490  ,8.000000  ,0.180576  ,0.003596  ,0.120000  ,0.352984  ,-5.417234 
0.400000  ,0.304924  ,-0.007344 ,1.191818  ,8.000000  ,0.174678  ,0.005257  ,0.230000  ,0.363821  ,-27.039992
0.420000  ,0.325275  ,-0.013501 ,1.231116  ,8.000000  ,0.182030  ,0.005501  ,0.230000  ,0.377856  ,-8.020904 
0.440000  ,0.349630  ,-0.016794 ,1.269949  ,8.000000  ,0.186762  ,0.005998  ,0.230000  ,0.388386  ,-18.962907
0.460000  ,0.377850  ,-0.017384 ,1.308295  ,8.000000  ,0.189024  ,-0.003442 ,0.230000  ,0.395521  ,-27.204756
0.480000  ,0.397190  ,-0.028027 ,1.346384  ,8.000000  ,0.200796  ,-0.001206 ,0.230000  ,0.406772  ,-1.238179 
0.500000  ,0.429672  ,-0.026712 ,1.384035  ,8.000000  ,0.201409  ,0.003431  ,0.230000  ,0.409167  ,-33.946337
0.520000  ,0.457911  ,-0.030838 ,1.421279  ,8.000000  ,0.207203  ,-0.001730 ,0.230000  ,0.465096  ,-24.785797
0.540000  ,0.490971  ,-0.031349 ,1.458152  ,8.000000  ,0.209674  ,-0.000899 ,0.230000  ,0.466678  ,-33.584993
0.560000  ,0.513304  ,-0.043801 ,1.494812  ,8.000000  ,0.223261  ,0.002298  ,0.350000  ,0.473358  ,-6.597587 
0.580000  ,0.543222  ,-0.049879 ,1.531357  ,8.000000  ,0.231162  ,0.002635  ,0.350000  ,0.474783  ,-25.405988
0.600000  ,0.572978  ,-0.057331 ,1.567699  ,8.000000  ,0.240424  ,-0.000892 ,0.350000  ,0.475418  ,-23.853945
0.620000  ,0.606757  ,-0.061971 ,1.603901  ,8.000000  ,0.247126  ,-0.001497 ,0.350000  ,0.472967  ,-30.986806
0.640000  ,0.637465  ,-0.070889 ,1.640034  ,8.000000  ,0.257910  ,0.003262  ,0.350000  ,0.471540  ,-23.371733
