# laptime, ego_x_pos, ego_y_pos, actual speed, expected speed, tracking error, nosie, completion, steering, slip_angle
0.000000  ,0.000010  ,0.000000  ,0.002009  ,8.000000  ,0.174846  ,0.000000  ,0.000000  ,0.115156  ,0.000000  
0.020000  ,0.001949  ,0.000000  ,0.191170  ,8.000000  ,0.174798  ,-0.000000 ,0.000000  ,0.115156  ,0.000000  
0.040000  ,0.007573  ,0.000020  ,0.370370  ,8.000000  ,0.174640  ,-0.000000 ,0.000000  ,0.115045  ,0.198498  
0.060000  ,0.016454  ,0.000035  ,0.488072  ,8.000000  ,0.174408  ,-0.000000 ,0.000000  ,0.115003  ,0.081730  
0.080000  ,0.026649  ,-0.000059 ,0.531078  ,8.000000  ,0.174252  ,0.000000  ,0.000000  ,0.116019  ,0.445029  
0.100000  ,0.037691  ,-0.000176 ,0.573102  ,8.000000  ,0.174099  ,0.000000  ,0.000000  ,0.128245  ,0.223472  
0.120000  ,0.049572  ,-0.000249 ,0.615083  ,8.000000  ,0.173881  ,-0.000000 ,0.000000  ,0.134658  ,-0.582164 
0.140000  ,0.062295  ,-0.000276 ,0.657211  ,8.000000  ,0.173596  ,-0.000000 ,0.000000  ,0.143511  ,-1.592414 
0.160000  ,0.075860  ,-0.000270 ,0.699307  ,8.000000  ,0.173258  ,-0.000000 ,0.000000  ,0.154376  ,-2.718149 
0.180000  ,0.090267  ,-0.000259 ,0.741339  ,8.000000  ,0.169740  ,0.000000  ,0.120000  ,0.166917  ,-3.896886 
0.200000  ,0.105513  ,-0.000276 ,0.783269  ,8.000000  ,0.169904  ,-0.000000 ,0.120000  ,0.180811  ,-5.119386 
0.220000  ,0.121597  ,-0.000354 ,0.825142  ,8.000000  ,0.170137  ,0.000000  ,0.120000  ,0.195733  ,-6.381857 
0.240000  ,0.138517  ,-0.000514 ,0.866920  ,8.000000  ,0.170461  ,-0.000000 ,0.120000  ,0.211256  ,-7.714691 
0.260000  ,0.156271  ,-0.000785 ,0.908638  ,8.000000  ,0.170903  ,0.000000  ,0.120000  ,0.227024  ,-9.078578 
0.280000  ,0.174850  ,-0.001218 ,0.949752  ,8.000000  ,0.171516  ,-0.000000 ,0.120000  ,0.242593  ,-10.375710
0.300000  ,0.194244  ,-0.001874 ,0.990726  ,8.000000  ,0.172360  ,0.000000  ,0.120000  ,0.257651  ,-11.572296
0.320000  ,0.214448  ,-0.002765 ,1.031582  ,8.000000  ,0.173446  ,-0.000000 ,0.120000  ,0.272034  ,-12.812528
0.340000  ,0.235457  ,-0.003907 ,1.072395  ,8.000000  ,0.174791  ,0.000000  ,0.120000  ,0.285631  ,-14.071540
0.360000  ,0.257265  ,-0.005322 ,1.112972  ,8.000000  ,0.176416  ,-0.000000 ,0.120000  ,0.336123  ,-15.337905
0.380000  ,0.279862  ,-0.007039 ,1.153283  ,8.000000  ,0.178353  ,-0.000000 ,0.120000  ,0.350381  ,-16.587232
0.400000  ,0.303239  ,-0.009091 ,1.193362  ,8.000000  ,0.176321  ,0.000000  ,0.230000  ,0.363709  ,-17.829549
0.420000  ,0.327381  ,-0.011504 ,1.232699  ,8.000000  ,0.180162  ,0.000000  ,0.230000  ,0.375747  ,-19.028546
0.440000  ,0.352263  ,-0.014331 ,1.271563  ,8.000000  ,0.184459  ,0.000000  ,0.230000  ,0.386265  ,-20.095256
0.460000  ,0.377873  ,-0.017595 ,1.310031  ,8.000000  ,0.189236  ,0.000000  ,0.230000  ,0.395200  ,-21.082880
0.480000  ,0.404193  ,-0.021323 ,1.348227  ,8.000000  ,0.194519  ,0.000000  ,0.230000  ,0.402554  ,-21.970387
0.500000  ,0.431209  ,-0.025541 ,1.385976  ,8.000000  ,0.200332  ,-0.000000 ,0.230000  ,0.408358  ,-22.748449
0.520000  ,0.458899  ,-0.030283 ,1.423308  ,8.000000  ,0.206708  ,-0.000000 ,0.230000  ,0.464798  ,-23.396971
0.540000  ,0.487244  ,-0.035580 ,1.460261  ,8.000000  ,0.213677  ,-0.000000 ,0.230000  ,0.469191  ,-23.922734
0.560000  ,0.516226  ,-0.041457 ,1.496991  ,8.000000  ,0.221100  ,0.000000  ,0.350000  ,0.472221  ,-24.333470
0.580000  ,0.545835  ,-0.047920 ,1.533599  ,8.000000  ,0.229366  ,-0.000000 ,0.350000  ,0.473912  ,-24.647000
0.600000  ,0.576056  ,-0.054986 ,1.569996  ,8.000000  ,0.238272  ,0.000000  ,0.350000  ,0.474355  ,-24.839414
0.620000  ,0.606875  ,-0.062667 ,1.606250  ,8.000000  ,0.247829  ,0.000000  ,0.350000  ,0.473644  ,-24.910565
