# laptime, ego_x_pos, ego_y_pos, actual speed, expected speed, tracking error, nosie, completion, steering, slip_angle
0.000000  ,0.000010  ,0.000000  ,0.002046  ,8.000000  ,0.174846  ,-0.000000 ,0.000000  ,0.115156  ,0.000000  
0.020000  ,0.001950  ,0.000000  ,0.191206  ,8.000000  ,0.174798  ,-0.000000 ,0.000000  ,0.115156  ,0.000000  
0.040000  ,0.007575  ,0.000020  ,0.370403  ,8.000000  ,0.174640  ,-0.000000 ,0.000000  ,0.115045  ,0.198348  
0.060000  ,0.016457  ,0.000035  ,0.488054  ,8.000000  ,0.174408  ,-0.000000 ,0.000000  ,0.115004  ,0.081479  
0.080000  ,0.026650  ,-0.000059 ,0.530957  ,8.000000  ,0.174252  ,0.000000  ,0.000000  ,0.116021  ,0.445896  
0.100000  ,0.037688  ,-0.000176 ,0.572878  ,8.000000  ,0.174099  ,0.000000  ,0.000000  ,0.128252  ,0.224425  
0.120000  ,0.049564  ,-0.000250 ,0.614755  ,8.000000  ,0.173882  ,-0.000000 ,0.000000  ,0.134669  ,-0.581116 
0.140000  ,0.062279  ,-0.000277 ,0.656780  ,8.000000  ,0.173598  ,-0.000000 ,0.000000  ,0.143529  ,-1.591387 
0.160000  ,0.075835  ,-0.000272 ,0.698772  ,8.000000  ,0.173261  ,-0.000000 ,0.000000  ,0.154402  ,-2.717391 
0.180000  ,0.090230  ,-0.000262 ,0.740701  ,8.000000  ,0.169742  ,-0.000000 ,0.120000  ,0.166953  ,-3.896678 
0.200000  ,0.105462  ,-0.000280 ,0.782528  ,8.000000  ,0.169907  ,-0.000000 ,0.120000  ,0.180857  ,-5.119981 
0.220000  ,0.121530  ,-0.000359 ,0.824298  ,8.000000  ,0.170141  ,0.000000  ,0.120000  ,0.195792  ,-6.383480 
0.240000  ,0.138432  ,-0.000519 ,0.865973  ,8.000000  ,0.170466  ,0.000000  ,0.120000  ,0.211328  ,-7.717523 
0.260000  ,0.156166  ,-0.000791 ,0.907588  ,8.000000  ,0.170908  ,-0.000000 ,0.120000  ,0.227112  ,-9.082837 
0.280000  ,0.174724  ,-0.001225 ,0.948598  ,8.000000  ,0.171522  ,-0.000000 ,0.120000  ,0.242700  ,-10.381387
0.300000  ,0.194093  ,-0.001882 ,0.989468  ,8.000000  ,0.172366  ,0.000000  ,0.120000  ,0.257776  ,-11.579279
0.320000  ,0.214270  ,-0.002773 ,1.030220  ,8.000000  ,0.173452  ,-0.000000 ,0.120000  ,0.272178  ,-12.820969
0.340000  ,0.235251  ,-0.003916 ,1.070930  ,8.000000  ,0.174798  ,0.000000  ,0.120000  ,0.285796  ,-14.081614
0.360000  ,0.257029  ,-0.005331 ,1.111402  ,8.000000  ,0.176423  ,-0.000000 ,0.120000  ,0.336332  ,-15.349799
0.380000  ,0.279594  ,-0.007049 ,1.151609  ,8.000000  ,0.178360  ,0.000000  ,0.120000  ,0.350614  ,-16.601141
0.400000  ,0.302936  ,-0.009101 ,1.191650  ,8.000000  ,0.176313  ,-0.000000 ,0.230000  ,0.363966  ,-17.845654
0.420000  ,0.327042  ,-0.011510 ,1.230878  ,8.000000  ,0.180147  ,-0.000000 ,0.230000  ,0.376054  ,-19.060588
0.440000  ,0.351888  ,-0.014332 ,1.269632  ,8.000000  ,0.184439  ,-0.000000 ,0.230000  ,0.386621  ,-20.132987
0.460000  ,0.377458  ,-0.017592 ,1.307987  ,8.000000  ,0.189209  ,-0.000000 ,0.230000  ,0.395602  ,-21.126382
0.480000  ,0.403736  ,-0.021315 ,1.346069  ,8.000000  ,0.194485  ,-0.000000 ,0.230000  ,0.403000  ,-22.019789
0.500000  ,0.430707  ,-0.025529 ,1.383702  ,8.000000  ,0.200291  ,-0.000000 ,0.230000  ,0.408847  ,-22.803909
0.520000  ,0.458351  ,-0.030268 ,1.420914  ,8.000000  ,0.206660  ,-0.000000 ,0.230000  ,0.465379  ,-23.458674
0.540000  ,0.486647  ,-0.035561 ,1.457743  ,8.000000  ,0.213622  ,-0.000000 ,0.230000  ,0.469816  ,-23.990881
0.560000  ,0.515577  ,-0.041434 ,1.494345  ,8.000000  ,0.221038  ,-0.000000 ,0.350000  ,0.472888  ,-24.408287
0.580000  ,0.545131  ,-0.047894 ,1.530823  ,8.000000  ,0.229297  ,-0.000000 ,0.350000  ,0.474620  ,-24.728660
0.600000  ,0.575294  ,-0.054957 ,1.567086  ,8.000000  ,0.238197  ,0.000000  ,0.350000  ,0.475103  ,-24.928179
0.620000  ,0.606053  ,-0.062637 ,1.603201  ,8.000000  ,0.247748  ,-0.000000 ,0.350000  ,0.474429  ,-25.006743
0.640000  ,0.637396  ,-0.070939 ,1.639238  ,8.000000  ,0.257956  ,0.000000  ,0.350000  ,0.472684  ,-24.968363
0.660000  ,0.669316  ,-0.079866 ,1.675269  ,8.000000  ,0.268823  ,0.000000  ,0.350000  ,0.526606  ,-24.815024
0.680000  ,0.701809  ,-0.089411 ,1.711365  ,8.000000  ,0.279365  ,0.000000  ,0.460000  ,0.523603  ,-24.546326
0.700000  ,0.734874  ,-0.099565 ,1.747597  ,8.000000  ,0.291844  ,0.000000  ,0.460000  ,0.519653  ,-24.159447
0.720000  ,0.768513  ,-0.110318 ,1.784037  ,8.000000  ,0.304960  ,0.000000  ,0.460000  ,0.514831  ,-23.649744
0.740000  ,0.802731  ,-0.121656 ,1.820757  ,8.000000  ,0.318701  ,0.000000  ,0.460000  ,0.509225  ,-23.012218
0.760000  ,0.837533  ,-0.133571 ,1.857832  ,8.000000  ,0.333060  ,-0.000000 ,0.460000  ,0.502942  ,-22.243781
