# laptime, ego_x_pos, ego_y_pos, actual speed, expected speed, tracking error, nosie, completion, steering, slip_angle
0.000000  ,0.000012  ,0.000000  ,0.002316  ,8.000000  ,0.174846  ,-0.000000 ,0.000000  ,0.115156  ,0.000000  
0.020000  ,0.001957  ,0.000000  ,0.191468  ,8.000000  ,0.174798  ,0.000000  ,0.000000  ,0.115156  ,0.000000  
0.040000  ,0.007586  ,0.000020  ,0.370645  ,8.000000  ,0.174640  ,0.000000  ,0.000000  ,0.115045  ,0.197269  
0.060000  ,0.016471  ,0.000035  ,0.487926  ,8.000000  ,0.174408  ,0.000000  ,0.000000  ,0.115006  ,0.079668  
0.080000  ,0.026655  ,-0.000061 ,0.530087  ,8.000000  ,0.174254  ,-0.000000 ,0.000000  ,0.116034  ,0.452142  
0.100000  ,0.037668  ,-0.000180 ,0.571264  ,8.000000  ,0.174103  ,-0.000000 ,0.000000  ,0.128296  ,0.231352  
0.120000  ,0.049504  ,-0.000256 ,0.612397  ,8.000000  ,0.173889  ,-0.000000 ,0.000000  ,0.134752  ,-0.573448 
0.140000  ,0.062165  ,-0.000287 ,0.653678  ,8.000000  ,0.173611  ,0.000000  ,0.000000  ,0.143660  ,-1.583831 
0.160000  ,0.075651  ,-0.000287 ,0.694926  ,8.000000  ,0.173280  ,0.000000  ,0.000000  ,0.154590  ,-2.711735 
0.180000  ,0.089961  ,-0.000283 ,0.736111  ,8.000000  ,0.169761  ,0.000000  ,0.120000  ,0.167207  ,-3.894961 
0.200000  ,0.105095  ,-0.000307 ,0.777193  ,8.000000  ,0.169931  ,-0.000000 ,0.120000  ,0.181190  ,-5.124025 
0.220000  ,0.121048  ,-0.000392 ,0.818220  ,8.000000  ,0.170170  ,-0.000000 ,0.120000  ,0.196213  ,-6.394917 
0.240000  ,0.137821  ,-0.000559 ,0.859153  ,8.000000  ,0.170499  ,-0.000000 ,0.120000  ,0.211850  ,-7.737670 
0.260000  ,0.155411  ,-0.000836 ,0.900028  ,8.000000  ,0.170946  ,0.000000  ,0.120000  ,0.227749  ,-9.113258 
0.280000  ,0.173810  ,-0.001275 ,0.940292  ,8.000000  ,0.171563  ,0.000000  ,0.120000  ,0.243463  ,-10.422019
0.300000  ,0.193005  ,-0.001937 ,0.980414  ,8.000000  ,0.172411  ,0.000000  ,0.120000  ,0.258673  ,-11.629306
0.320000  ,0.212994  ,-0.002833 ,1.020417  ,8.000000  ,0.173500  ,-0.000000 ,0.120000  ,0.273216  ,-12.881475
0.340000  ,0.233770  ,-0.003979 ,1.060378  ,8.000000  ,0.174847  ,-0.000000 ,0.120000  ,0.286983  ,-14.153868
0.360000  ,0.255329  ,-0.005397 ,1.100099  ,8.000000  ,0.176474  ,0.000000  ,0.120000  ,0.337830  ,-15.435148
0.380000  ,0.277660  ,-0.007118 ,1.139552  ,8.000000  ,0.178410  ,-0.000000 ,0.120000  ,0.352286  ,-16.700998
0.400000  ,0.300752  ,-0.009171 ,1.178838  ,8.000000  ,0.176253  ,0.000000  ,0.230000  ,0.365814  ,-17.961313
0.420000  ,0.324594  ,-0.011577 ,1.217430  ,8.000000  ,0.180070  ,-0.000000 ,0.230000  ,0.378076  ,-19.198691
0.440000  ,0.349166  ,-0.014375 ,1.255550  ,8.000000  ,0.184320  ,-0.000000 ,0.230000  ,0.388722  ,-20.324942
0.460000  ,0.374448  ,-0.017606 ,1.293168  ,8.000000  ,0.189045  ,-0.000000 ,0.230000  ,0.397805  ,-21.332787
0.480000  ,0.400424  ,-0.021298 ,1.330514  ,8.000000  ,0.194271  ,-0.000000 ,0.230000  ,0.405334  ,-22.240875
0.500000  ,0.427078  ,-0.025477 ,1.367402  ,8.000000  ,0.200023  ,0.000000  ,0.230000  ,0.411337  ,-23.044255
0.520000  ,0.454390  ,-0.030178 ,1.403858  ,8.000000  ,0.206336  ,-0.000000 ,0.230000  ,0.468254  ,-23.722649
0.540000  ,0.482339  ,-0.035431 ,1.439917  ,8.000000  ,0.213237  ,-0.000000 ,0.230000  ,0.472898  ,-24.282591
0.560000  ,0.510906  ,-0.041260 ,1.475737  ,8.000000  ,0.220578  ,-0.000000 ,0.350000  ,0.476191  ,-24.731657
0.580000  ,0.540081  ,-0.047674 ,1.511416  ,8.000000  ,0.228769  ,-0.000000 ,0.350000  ,0.478156  ,-25.087310
0.600000  ,0.569848  ,-0.054690 ,1.546859  ,8.000000  ,0.237596  ,0.000000  ,0.350000  ,0.478878  ,-25.325828
0.620000  ,0.600194  ,-0.062320 ,1.582131  ,8.000000  ,0.247072  ,-0.000000 ,0.350000  ,0.478448  ,-25.447133
0.640000  ,0.631105  ,-0.070571 ,1.617300  ,8.000000  ,0.257203  ,-0.000000 ,0.350000  ,0.476941  ,-25.455292
