# laptime, ego_x_pos, ego_y_pos, actual speed, expected speed, tracking error, nosie, completion, steering, slip_angle
0.000000  ,0.000010  ,0.000000  ,0.002052  ,8.000000  ,0.174846  ,-0.000000 ,0.000000  ,0.115156  ,0.000000  
0.020000  ,0.001950  ,0.000000  ,0.191211  ,8.000000  ,0.174798  ,-0.000000 ,0.000000  ,0.115156  ,0.000000  
0.040000  ,0.007575  ,0.000020  ,0.370408  ,8.000000  ,0.174640  ,-0.000000 ,0.000000  ,0.115045  ,0.198328  
0.060000  ,0.016457  ,0.000035  ,0.488052  ,8.000000  ,0.174408  ,-0.000000 ,0.000000  ,0.115004  ,0.081444  
0.080000  ,0.026650  ,-0.000059 ,0.530940  ,8.000000  ,0.174252  ,-0.000000 ,0.000000  ,0.116021  ,0.446016  
0.100000  ,0.037687  ,-0.000176 ,0.572846  ,8.000000  ,0.174099  ,-0.000000 ,0.000000  ,0.128252  ,0.224557  
0.120000  ,0.049563  ,-0.000250 ,0.614710  ,8.000000  ,0.173882  ,-0.000000 ,0.000000  ,0.134671  ,-0.580970 
0.140000  ,0.062277  ,-0.000277 ,0.656720  ,8.000000  ,0.173598  ,-0.000000 ,0.000000  ,0.143532  ,-1.591244 
0.160000  ,0.075831  ,-0.000272 ,0.698698  ,8.000000  ,0.173261  ,0.000000  ,0.000000  ,0.154406  ,-2.717285 
0.180000  ,0.090225  ,-0.000263 ,0.740612  ,8.000000  ,0.169743  ,-0.000000 ,0.120000  ,0.166958  ,-3.896649 
0.200000  ,0.105455  ,-0.000280 ,0.782425  ,8.000000  ,0.169908  ,-0.000000 ,0.120000  ,0.180864  ,-5.120063 
0.220000  ,0.121521  ,-0.000359 ,0.824181  ,8.000000  ,0.170142  ,-0.000000 ,0.120000  ,0.195800  ,-6.383704 
0.240000  ,0.138420  ,-0.000520 ,0.865842  ,8.000000  ,0.170466  ,-0.000000 ,0.120000  ,0.211338  ,-7.717916 
0.260000  ,0.156152  ,-0.000792 ,0.907442  ,8.000000  ,0.170909  ,-0.000000 ,0.120000  ,0.227125  ,-9.083427 
0.280000  ,0.174706  ,-0.001226 ,0.948438  ,8.000000  ,0.171523  ,-0.000000 ,0.120000  ,0.242714  ,-10.382174
0.300000  ,0.194072  ,-0.001883 ,0.989294  ,8.000000  ,0.172367  ,0.000000  ,0.120000  ,0.257794  ,-11.580248
0.320000  ,0.214246  ,-0.002774 ,1.030031  ,8.000000  ,0.173453  ,-0.000000 ,0.120000  ,0.272198  ,-12.822140
0.340000  ,0.235222  ,-0.003917 ,1.070726  ,8.000000  ,0.174799  ,0.000000  ,0.120000  ,0.285819  ,-14.083011
0.360000  ,0.256996  ,-0.005332 ,1.111184  ,8.000000  ,0.176424  ,-0.000000 ,0.120000  ,0.336361  ,-15.351449
0.380000  ,0.279556  ,-0.007051 ,1.151376  ,8.000000  ,0.178361  ,0.000000  ,0.120000  ,0.350646  ,-16.603071
0.400000  ,0.302894  ,-0.009102 ,1.191403  ,8.000000  ,0.176312  ,0.000000  ,0.230000  ,0.364002  ,-17.847889
0.420000  ,0.326995  ,-0.011511 ,1.230617  ,8.000000  ,0.180146  ,-0.000000 ,0.230000  ,0.376094  ,-19.063192
0.440000  ,0.351835  ,-0.014333 ,1.269356  ,8.000000  ,0.184437  ,-0.000000 ,0.230000  ,0.386664  ,-20.136058
0.460000  ,0.377399  ,-0.017593 ,1.307698  ,8.000000  ,0.189207  ,-0.000000 ,0.230000  ,0.395649  ,-21.129974
0.480000  ,0.403672  ,-0.021316 ,1.345765  ,8.000000  ,0.194482  ,-0.000000 ,0.230000  ,0.403051  ,-22.023958
0.500000  ,0.430637  ,-0.025530 ,1.383384  ,8.000000  ,0.200287  ,0.000000  ,0.230000  ,0.408903  ,-22.808712
0.520000  ,0.458274  ,-0.030268 ,1.420580  ,8.000000  ,0.206656  ,0.000000  ,0.230000  ,0.465445  ,-23.464165
0.540000  ,0.486563  ,-0.035561 ,1.457394  ,8.000000  ,0.213618  ,0.000000  ,0.230000  ,0.469887  ,-23.997112
0.560000  ,0.515486  ,-0.041434 ,1.493981  ,8.000000  ,0.221032  ,-0.000000 ,0.350000  ,0.472965  ,-24.415311
0.580000  ,0.545032  ,-0.047893 ,1.530442  ,8.000000  ,0.229291  ,-0.000000 ,0.350000  ,0.474702  ,-24.736528
0.600000  ,0.575187  ,-0.054956 ,1.566689  ,8.000000  ,0.238189  ,-0.000000 ,0.350000  ,0.475190  ,-24.936945
0.620000  ,0.605938  ,-0.062636 ,1.602787  ,8.000000  ,0.247740  ,0.000000  ,0.350000  ,0.474521  ,-25.016462
0.640000  ,0.637272  ,-0.070938 ,1.638806  ,8.000000  ,0.257947  ,0.000000  ,0.350000  ,0.472781  ,-24.979093
0.660000  ,0.669183  ,-0.079864 ,1.674819  ,8.000000  ,0.268813  ,-0.000000 ,0.350000  ,0.526716  ,-24.826825
