# laptime, ego_x_pos, ego_y_pos, actual speed, expected speed, tracking error, nosie, completion, steering, slip_angle
0.000000  ,-0.000000 ,0.000000  ,-0.000028 ,8.000000  ,0.179540  ,0.000000  ,0.000000  ,0.224570  ,180.000000
0.020000  ,0.001608  ,0.000000  ,0.167008  ,8.000000  ,0.179637  ,0.000000  ,0.000000  ,0.224570  ,0.000000  
0.040000  ,0.006188  ,0.000030  ,0.273741  ,8.000000  ,0.179885  ,0.000000  ,0.000000  ,0.224358  ,0.360556  
0.060000  ,0.012543  ,0.000071  ,0.353628  ,8.000000  ,0.180227  ,0.000000  ,0.000000  ,0.224156  ,0.351210  
0.080000  ,0.020483  ,0.000100  ,0.432617  ,8.000000  ,0.180678  ,0.000000  ,0.000000  ,0.224179  ,0.190815  
0.100000  ,0.030008  ,0.000110  ,0.512152  ,8.000000  ,0.181245  ,0.000000  ,0.000000  ,0.224504  ,-0.057924 
0.120000  ,0.041131  ,0.000097  ,0.592115  ,8.000000  ,0.181930  ,0.000000  ,0.000000  ,0.225138  ,0.022833  
0.140000  ,0.053859  ,0.000062  ,0.672465  ,8.000000  ,0.182734  ,-0.000000 ,0.000000  ,0.226044  ,0.052505  
0.160000  ,0.068199  ,0.000005  ,0.753170  ,8.000000  ,0.183658  ,-0.000000 ,0.000000  ,0.227188  ,0.046132  
0.180000  ,0.084158  ,-0.000076 ,0.834105  ,8.000000  ,0.184703  ,-0.000000 ,0.000000  ,0.228539  ,0.013888  
0.200000  ,0.101733  ,-0.000183 ,0.914941  ,8.000000  ,0.190461  ,0.000000  ,0.100000  ,0.230083  ,-0.035374 
0.220000  ,0.120912  ,-0.000324 ,0.994962  ,8.000000  ,0.190834  ,0.000000  ,0.100000  ,0.231837  ,-0.092612 
0.240000  ,0.141655  ,-0.000513 ,1.072787  ,8.000000  ,0.191274  ,0.000000  ,0.100000  ,0.233878  ,-0.148132 
0.260000  ,0.163878  ,-0.000774 ,1.145986  ,8.000000  ,0.191803  ,0.000000  ,0.100000  ,0.252715  ,-0.192349 
0.280000  ,0.187603  ,-0.001108 ,1.222163  ,8.000000  ,0.192424  ,0.000000  ,0.100000  ,0.256277  ,-0.291269 
0.300000  ,0.212820  ,-0.001524 ,1.297263  ,8.000000  ,0.193145  ,-0.000000 ,0.100000  ,0.260292  ,-0.423635 
0.320000  ,0.239508  ,-0.002039 ,1.370795  ,8.000000  ,0.193982  ,-0.000000 ,0.100000  ,0.264799  ,-0.583965 
0.340000  ,0.267652  ,-0.002669 ,1.444733  ,8.000000  ,0.194952  ,0.000000  ,0.100000  ,0.269816  ,-0.778460 
0.360000  ,0.297260  ,-0.003419 ,1.514581  ,8.000000  ,0.188435  ,-0.000000 ,0.200000  ,0.275211  ,-1.029848 
0.380000  ,0.328240  ,-0.004322 ,1.585235  ,8.000000  ,0.192039  ,0.000000  ,0.200000  ,0.281147  ,-1.301037 
0.400000  ,0.360699  ,-0.005368 ,1.658610  ,8.000000  ,0.195914  ,-0.000000 ,0.200000  ,0.287224  ,-1.663861 
0.420000  ,0.394606  ,-0.006575 ,1.733887  ,8.000000  ,0.200076  ,-0.000000 ,0.200000  ,0.318680  ,-2.061179 
0.440000  ,0.429962  ,-0.007957 ,1.804386  ,8.000000  ,0.204539  ,-0.000000 ,0.200000  ,0.326598  ,-2.504544 
